time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.connected,.armed,.guided,.manual_input,.mode,.system_status
2025/07/05/17:44:55.502743,823,1751712295,502228253,,True,True,False,False,HOLD,5
2025/07/05/17:44:56.481936,824,1751712296,481307772,,True,True,False,False,HOLD,5
2025/07/05/17:44:57.502513,825,1751712297,502098500,,True,True,False,False,HOLD,5
2025/07/05/17:44:58.522260,826,1751712298,521321265,,True,True,False,False,HOLD,5
2025/07/05/17:44:59.481790,827,1751712299,481257799,,True,True,False,False,HOLD,5
2025/07/05/17:45:00.502457,828,1751712300,501953051,,True,True,False,False,HOLD,5
2025/07/05/17:45:01.502596,829,1751712301,502161513,,True,True,False,False,HOLD,5
2025/07/05/17:45:02.481875,830,1751712302,480823390,,True,True,False,False,HOLD,5
2025/07/05/17:45:03.502602,831,1751712303,502165389,,True,True,False,False,HOLD,5
2025/07/05/17:45:04.521733,832,1751712304,521246322,,True,True,False,False,HOLD,5
2025/07/05/17:45:05.482068,833,1751712305,481361211,,True,True,False,False,HOLD,5
2025/07/05/17:45:06.502281,834,1751712306,501170080,,True,True,False,False,HOLD,5
2025/07/05/17:45:07.522186,835,1751712307,521273194,,True,True,False,False,HOLD,5
2025/07/05/17:45:08.484137,836,1751712308,480349773,,True,True,False,False,HOLD,5
2025/07/05/17:45:09.502342,837,1751712309,501935891,,True,True,False,False,HOLD,5
2025/07/05/17:45:10.502699,838,1751712310,502204006,,True,True,False,False,HOLD,5
2025/07/05/17:45:11.480979,839,1751712311,480171817,,True,True,False,False,HOLD,5
2025/07/05/17:45:12.480525,840,1751712312,480297558,,True,True,False,False,HOLD,5
2025/07/05/17:45:13.502356,841,1751712313,501960012,,True,True,False,False,HOLD,5
2025/07/05/17:45:14.480923,842,1751712314,480311124,,True,True,False,False,HOLD,5
2025/07/05/17:45:15.502437,843,1751712315,502009228,,True,True,False,False,HOLD,5
2025/07/05/17:45:16.501537,844,1751712316,501141116,,True,True,False,False,HOLD,5
2025/07/05/17:45:17.480869,845,1751712317,480258967,,True,True,False,False,HOLD,5
2025/07/05/17:45:18.501427,846,1751712318,500904468,,True,True,False,False,HOLD,5
2025/07/05/17:45:19.501848,847,1751712319,501162334,,True,True,False,False,HOLD,5
2025/07/05/17:45:20.480626,848,1751712320,480041144,,True,True,False,False,HOLD,5
2025/07/05/17:45:21.500922,849,1751712321,500597436,,True,True,False,False,HOLD,5
2025/07/05/17:45:22.523549,850,1751712322,521063504,,True,True,False,False,HOLD,5
2025/07/05/17:45:23.480884,851,1751712323,480249913,,True,True,False,False,HOLD,5
2025/07/05/17:45:24.502085,852,1751712324,501158022,,True,True,False,False,HOLD,5
2025/07/05/17:45:25.520970,853,1751712325,520200041,,True,True,False,False,HOLD,5
2025/07/05/17:45:26.480722,854,1751712326,480226216,,True,True,False,False,HOLD,5
2025/07/05/17:45:27.500646,855,1751712327,500332528,,True,True,False,False,HOLD,5
2025/07/05/17:45:28.520716,856,1751712328,520203566,,True,True,False,False,HOLD,5
2025/07/05/17:45:29.480923,857,1751712329,480256871,,True,True,False,False,HOLD,5
2025/07/05/17:45:30.501350,858,1751712330,500516836,,True,True,False,False,HOLD,5
2025/07/05/17:45:31.501568,859,1751712331,501027953,,True,True,False,False,HOLD,5
2025/07/05/17:45:32.479472,860,1751712332,479060899,,True,True,False,False,HOLD,5
2025/07/05/17:45:33.501650,861,1751712333,501113122,,True,True,False,False,HOLD,5
2025/07/05/17:45:34.503059,862,1751712334,500681474,,True,True,False,False,HOLD,5
2025/07/05/17:45:35.479926,863,1751712335,479251329,,True,True,False,False,HOLD,5
2025/07/05/17:45:36.501717,864,1751712336,501015465,,True,True,False,False,HOLD,5
2025/07/05/17:45:37.501076,865,1751712337,500163851,,True,True,False,False,HOLD,5
2025/07/05/17:45:38.480001,866,1751712338,479050748,,True,True,False,False,HOLD,5
2025/07/05/17:45:39.500662,867,1751712339,500218053,,True,True,False,False,HOLD,5
2025/07/05/17:45:40.500663,868,1751712340,500213315,,True,True,False,False,HOLD,5
2025/07/05/17:45:41.480073,869,1751712341,479247859,,True,True,False,False,HOLD,5
2025/07/05/17:45:42.500777,870,1751712342,500210424,,True,True,False,False,HOLD,5
2025/07/05/17:45:43.500377,871,1751712343,499966341,,True,True,False,False,HOLD,5
2025/07/05/17:45:44.479891,872,1751712344,479215735,,True,True,False,False,HOLD,5
2025/07/05/17:45:45.500670,873,1751712345,500172076,,True,True,False,False,HOLD,5
2025/07/05/17:45:46.500947,874,1751712346,500199302,,True,True,False,False,HOLD,5
2025/07/05/17:45:47.479648,875,1751712347,479180092,,True,True,False,False,HOLD,5
2025/07/05/17:45:48.500627,876,1751712348,500141258,,True,True,False,False,HOLD,5
2025/07/05/17:45:49.500696,877,1751712349,500172922,,True,True,False,False,HOLD,5
2025/07/05/17:45:50.479770,878,1751712350,479228149,,True,True,False,False,HOLD,5
2025/07/05/17:45:51.501034,879,1751712351,500270973,,True,True,False,False,HOLD,5
2025/07/05/17:45:52.500742,880,1751712352,500211645,,True,True,False,False,HOLD,5
2025/07/05/17:45:53.480173,881,1751712353,479221711,,True,True,False,False,HOLD,5
2025/07/05/17:45:54.500664,882,1751712354,500094179,,True,True,False,False,HOLD,5
2025/07/05/17:45:55.500746,883,1751712355,500241167,,True,True,False,False,HOLD,5
2025/07/05/17:45:56.479648,884,1751712356,479156697,,True,True,False,False,HOLD,5
2025/07/05/17:45:57.500512,885,1751712357,500107379,,True,True,False,False,HOLD,5
2025/07/05/17:45:58.500663,886,1751712358,500157239,,True,True,False,False,HOLD,5
2025/07/05/17:45:59.479707,887,1751712359,479123455,,True,True,False,False,HOLD,5
2025/07/05/17:46:00.499955,888,1751712360,499449163,,True,True,False,False,HOLD,5
2025/07/05/17:46:01.519493,889,1751712361,519088831,,True,True,False,False,HOLD,5
2025/07/05/17:46:02.479032,890,1751712362,478257192,,True,True,False,False,HOLD,5
2025/07/05/17:46:03.499487,891,1751712363,499025480,,True,True,False,False,HOLD,5
2025/07/05/17:46:04.500820,892,1751712364,500270210,,True,True,False,False,HOLD,5
2025/07/05/17:46:05.478905,893,1751712365,478343008,,True,True,False,False,HOLD,5
2025/07/05/17:46:06.500542,894,1751712366,499644289,,True,True,False,False,HOLD,5
2025/07/05/17:46:07.519787,895,1751712367,519158887,,True,True,False,False,HOLD,5
2025/07/05/17:46:08.479042,896,1751712368,478343179,,True,True,False,False,HOLD,5
2025/07/05/17:46:09.499466,897,1751712369,499010695,,True,True,False,False,HOLD,5
2025/07/05/17:46:10.519554,898,1751712370,519114938,,True,True,False,False,HOLD,5
2025/07/05/17:46:11.478946,899,1751712371,478334253,,True,True,False,False,HOLD,5
2025/07/05/17:46:12.499788,900,1751712372,498959492,,True,True,False,False,HOLD,5
2025/07/05/17:46:13.499839,901,1751712373,499135397,,True,True,False,False,HOLD,5
2025/07/05/17:46:14.478813,902,1751712374,478088519,,True,True,False,False,HOLD,5
2025/07/05/17:46:15.478839,903,1751712375,478617759,,True,True,False,False,HOLD,5
2025/07/05/17:46:16.499467,904,1751712376,499136770,,True,True,False,False,HOLD,5
2025/07/05/17:46:17.479236,905,1751712377,478344236,,True,True,False,False,HOLD,5
2025/07/05/17:46:18.499547,906,1751712378,499144455,,True,True,False,False,HOLD,5
2025/07/05/17:46:19.499522,907,1751712379,499079248,,True,True,False,False,HOLD,5
2025/07/05/17:46:20.478456,908,1751712380,477851155,,True,True,False,False,HOLD,5
2025/07/05/17:46:21.499562,909,1751712381,498801519,,True,True,False,False,HOLD,5
2025/07/05/17:46:22.499385,910,1751712382,499044282,,True,True,False,False,HOLD,5
2025/07/05/17:46:23.478830,911,1751712383,478323966,,True,True,False,False,HOLD,5
2025/07/05/17:46:24.499127,912,1751712384,498563734,,True,True,False,False,HOLD,5
2025/07/05/17:46:25.518553,913,1751712385,518156944,,True,True,False,False,HOLD,5
2025/07/05/17:46:26.477956,914,1751712386,477291169,,True,True,False,False,HOLD,5
2025/07/05/17:46:27.499668,915,1751712387,499180089,,True,True,False,False,HOLD,5
2025/07/05/17:46:28.518906,916,1751712388,517968853,,True,True,False,False,HOLD,5
2025/07/05/17:46:29.477871,917,1751712389,477305073,,True,True,False,False,HOLD,5
2025/07/05/17:46:30.499744,918,1751712390,499191613,,True,True,False,False,HOLD,5
2025/07/05/17:46:31.499661,919,1751712391,499176779,,True,True,False,False,HOLD,5
2025/07/05/17:46:32.477606,920,1751712392,477186869,,True,True,False,False,HOLD,5
2025/07/05/17:46:33.499414,921,1751712393,499068167,,True,True,False,False,HOLD,5
2025/07/05/17:46:34.518641,922,1751712394,517747642,,True,True,False,False,HOLD,5
2025/07/05/17:46:35.477880,923,1751712395,477344406,,True,True,False,False,HOLD,5
2025/07/05/17:46:36.499023,924,1751712396,498246792,,True,True,False,False,HOLD,5
2025/07/05/17:46:37.518669,925,1751712397,518115574,,True,True,False,False,HOLD,5
2025/07/05/17:46:38.478028,926,1751712398,477275448,,True,True,False,False,HOLD,5
2025/07/05/17:46:39.498730,927,1751712399,498263064,,True,True,False,False,HOLD,5
2025/07/05/17:46:40.518689,928,1751712400,518284555,,True,True,False,False,HOLD,5
2025/07/05/17:46:41.477997,929,1751712401,477320454,,True,True,False,False,HOLD,5
2025/07/05/17:46:42.500167,930,1751712402,499140039,,True,True,False,False,HOLD,5
2025/07/05/17:46:43.498457,931,1751712403,498154612,,True,True,False,False,HOLD,5
2025/07/05/17:46:44.477838,932,1751712404,477267595,,True,True,False,False,HOLD,5
2025/07/05/17:46:45.498418,933,1751712405,497832324,,True,True,False,False,HOLD,5
2025/07/05/17:46:46.498437,934,1751712406,498096805,,True,True,False,False,HOLD,5
2025/07/05/17:46:47.477972,935,1751712407,477341126,,True,True,False,False,HOLD,5
2025/07/05/17:46:48.498351,936,1751712408,497515314,,True,True,False,False,HOLD,5
2025/07/05/17:46:49.518107,937,1751712409,517357669,,True,True,False,False,HOLD,5
2025/07/05/17:46:50.477954,938,1751712410,477321856,,True,True,False,False,HOLD,5
2025/07/05/17:46:51.498838,939,1751712411,498243418,,True,True,False,False,HOLD,5
2025/07/05/17:46:52.498756,940,1751712412,498248121,,True,True,False,False,HOLD,5
2025/07/05/17:46:53.477868,941,1751712413,477153909,,True,True,False,False,HOLD,5
2025/07/05/17:46:54.497849,942,1751712414,497232374,,True,True,False,False,HOLD,5
2025/07/05/17:46:55.517694,943,1751712415,517212892,,True,True,False,False,HOLD,5
2025/07/05/17:46:56.476801,944,1751712416,476175130,,True,True,False,False,HOLD,5
2025/07/05/17:46:57.498314,945,1751712417,497368939,,True,True,False,False,HOLD,5
2025/07/05/17:46:58.517679,946,1751712418,517226395,,True,True,False,False,HOLD,5
2025/07/05/17:46:59.477015,947,1751712419,476164525,,True,True,False,False,HOLD,5
2025/07/05/17:47:00.497927,948,1751712420,497240056,,True,True,False,False,HOLD,5
2025/07/05/17:47:01.477769,949,1751712421,477164361,,True,True,False,False,HOLD,5
2025/07/05/17:47:02.477873,950,1751712422,477256846,,True,True,False,False,HOLD,5
2025/07/05/17:47:03.497754,951,1751712423,497286744,,True,True,False,False,HOLD,5
2025/07/05/17:47:04.517715,952,1751712424,517171768,,True,True,False,False,HOLD,5
2025/07/05/17:47:05.477754,953,1751712425,477294424,,True,True,False,False,HOLD,5
2025/07/05/17:47:06.497712,954,1751712426,497257060,,True,True,False,False,HOLD,5
2025/07/05/17:47:07.517606,955,1751712427,517169050,,True,True,False,False,HOLD,5
2025/07/05/17:47:08.476964,956,1751712428,476332979,,True,True,False,False,HOLD,5
2025/07/05/17:47:09.497962,957,1751712429,497176874,,True,True,False,False,HOLD,5
2025/07/05/17:47:10.517785,958,1751712430,517240025,,True,True,False,False,HOLD,5
2025/07/05/17:47:11.476624,959,1751712431,476197697,,True,True,False,False,HOLD,5
2025/07/05/17:47:12.498912,960,1751712432,498179782,,True,True,False,False,HOLD,5
2025/07/05/17:47:13.517174,961,1751712433,516237217,,True,True,False,False,HOLD,5
2025/07/05/17:47:14.476725,962,1751712434,476240046,,True,True,False,False,HOLD,5
2025/07/05/17:47:15.497828,963,1751712435,497208373,,True,True,False,False,HOLD,5
2025/07/05/17:47:16.497786,964,1751712436,497213761,,True,True,False,False,HOLD,5
2025/07/05/17:47:17.476582,965,1751712437,475541859,,True,True,False,False,HOLD,5
2025/07/05/17:47:18.497736,966,1751712438,496734155,,True,True,False,False,HOLD,5
2025/07/05/17:47:19.497552,967,1751712439,497200096,,True,True,False,False,HOLD,5
2025/07/05/17:47:20.476966,968,1751712440,476179968,,True,True,False,False,HOLD,5
2025/07/05/17:47:21.497886,969,1751712441,497166276,,True,True,False,False,HOLD,5
2025/07/05/17:47:22.497615,970,1751712442,497124522,,True,True,False,False,HOLD,5
2025/07/05/17:47:23.475642,971,1751712443,475179876,,True,True,False,False,HOLD,5
2025/07/05/17:47:24.497569,972,1751712444,497052447,,True,True,False,False,HOLD,5
2025/07/05/17:47:25.497707,973,1751712445,497213232,,True,True,False,False,HOLD,5
2025/07/05/17:47:26.477124,974,1751712446,476226622,,True,True,False,False,HOLD,5
2025/07/05/17:47:27.497321,975,1751712447,496960674,,True,True,False,False,HOLD,5
2025/07/05/17:47:28.496914,976,1751712448,496271510,,True,True,False,False,HOLD,5
2025/07/05/17:47:29.476002,977,1751712449,475129069,,True,True,False,False,HOLD,5
2025/07/05/17:47:30.496602,978,1751712450,496207588,,True,True,False,False,HOLD,5
2025/07/05/17:47:31.496681,979,1751712451,496220150,,True,True,False,False,HOLD,5
2025/07/05/17:47:32.475633,980,1751712452,475107275,,True,True,False,False,HOLD,5
2025/07/05/17:47:33.496539,981,1751712453,496119977,,True,True,False,False,HOLD,5
2025/07/05/17:47:34.496010,982,1751712454,495821490,,True,True,False,False,HOLD,5
2025/07/05/17:47:35.475790,983,1751712455,475203296,,True,True,False,False,HOLD,5
2025/07/05/17:47:36.496519,984,1751712456,495843084,,True,True,False,False,HOLD,5
2025/07/05/17:47:37.515317,985,1751712457,514999421,,True,True,False,False,HOLD,5
