time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:44:51.803471,7625,1751712291,802139328,base_link,0.01474008285660737,-0.0019418364898268743,0.023666450475951638,0.009632674045860767,-0.0019290081690996896,-0.009312023408710957
2025/07/05/17:44:51.922910,7626,1751712291,921139328,base_link,0.012115466446362546,-0.0025035299194104657,0.024951215858556627,0.0017182696610689163,-0.000739900860935451,-0.011576593853533268
2025/07/05/17:44:52.025160,7627,1751712292,24139328,base_link,0.009840362589768562,-0.002517949838147405,0.02501217155612143,-0.006902188993990421,0.0016061367932707054,-0.013580020517110825
2025/07/05/17:44:52.121814,7628,1751712292,121139328,base_link,0.007840509719324564,-0.0037536109240945245,0.024628747934328128,-0.009809058159589767,0.0029689732473343593,-0.013965487480163574
2025/07/05/17:44:52.224552,7629,1751712292,224139328,base_link,0.006439392358312387,-0.0044758528186150505,0.024623179543934476,-0.008163893595337868,0.002658684737980364,-0.014756445772945881
2025/07/05/17:44:52.302874,7630,1751712292,301139328,base_link,0.006208275812448788,-0.0058858109848682295,0.02365988464690898,-0.0005094772204756737,-0.00021934299729764632,-0.013881586492061615
2025/07/05/17:44:52.461810,7631,1751712292,460139328,base_link,0.004501763384537421,-0.006991184360777563,0.022326081131883217,0.014211151748895645,-0.0025738414842635406,-0.011400699615478516
2025/07/05/17:44:52.561783,7632,1751712292,560139328,base_link,0.0037966615646108266,-0.008274183494025221,0.022986302081462184,0.016390874981880188,-0.0024548640940338386,-0.010275998152792454
2025/07/05/17:44:52.641737,7633,1751712292,640139328,base_link,0.003968548029332329,-0.008805057043253182,0.023484892565391557,0.0024666590616106987,0.00018506799824535681,-0.013467908836901188
2025/07/05/17:44:52.722899,7634,1751712292,721139328,base_link,0.0032878342120005147,-0.01006992143911983,0.02331849111404575,-0.006255154497921467,0.0022689010947942716,-0.015838345512747765
2025/07/05/17:44:52.825034,7635,1751712292,824139328,base_link,0.00294966607729604,-0.009960387487573998,0.022312629252226674,-0.008157042786478996,0.0036089103668928125,-0.017075708135962486
2025/07/05/17:44:52.942062,7636,1751712292,940142656,base_link,0.0018453430301793457,-0.012481876723936858,0.020683560963586367,-0.006637369282543659,0.0016591276507824638,-0.016988886520266533
2025/07/05/17:44:53.024901,7637,1751712293,24142656,base_link,0.0016541393665963438,-0.013620041224899845,0.020248454425576885,-0.0028724251314997673,-0.0023603718727827094,-0.016320787370204926
2025/07/05/17:44:53.103137,7638,1751712293,102142656,base_link,0.0025436635019345202,-0.014237591178586218,0.020346906808134203,0.005032800137996674,-0.00433210749179125,-0.014002743177115917
2025/07/05/17:44:53.203135,7639,1751712293,202142656,base_link,0.0017982658871898427,-0.014293402981500704,0.0199611239751592,0.018100516870617867,-0.004613016266375782,-0.012303159572184086
2025/07/05/17:44:53.302114,7640,1751712293,301142656,base_link,0.0020922646824382556,-0.01567838916703926,0.021821547181944224,0.0157411340624094,-0.0009678550995886341,-0.012613819912075996
2025/07/05/17:44:53.481881,7641,1751712293,481142656,base_link,0.001227193808859273,-0.01864480776244268,0.02171526695709672,-0.0019727423787117004,0.0029058190993964655,-0.014549077488481998
2025/07/05/17:44:53.602643,7642,1751712293,602142656,base_link,0.0024697797116667404,-0.032165567773636945,0.01946020593053096,-0.013241843320429325,0.003865879494696855,-0.0036679031327366833
2025/07/05/17:44:53.721813,7643,1751712293,721142656,base_link,0.00563495925986578,-0.09827149646326946,0.018155071165867592,0.00715759489685297,-0.0007395003922283642,0.0057673100382089615
2025/07/05/17:44:53.804155,7644,1751712293,802142656,base_link,0.016224793334097074,-0.24314885120764845,0.00727967283213401,-0.06221555545926094,-0.010639071464538564,0.0842343270778656
2025/07/05/17:44:53.941756,7645,1751712293,940142656,base_link,0.008969118188296415,-0.2167963935385178,0.017865798049592388,-0.1388709545135498,-0.034403789788484546,0.2477535754442215
2025/07/05/17:44:54.024994,7646,1751712294,24142656,base_link,-0.0030437513191798786,-0.18691334755277642,0.030739433085423977,0.044171594083309174,-1.233001239595302e-05,0.203756645321846
2025/07/05/17:44:54.121932,7647,1751712294,121142656,base_link,-0.00752749671154962,-0.17286932335395097,0.033741203276326945,0.12044654786586761,0.028439389541745203,0.14899036288261414
2025/07/05/17:44:54.203458,7648,1751712294,202142656,base_link,-0.009856134613829119,-0.17072819054564653,0.03218404655674413,0.13657937943935394,0.03485713154077531,0.11554569751024246
2025/07/05/17:44:54.302059,7649,1751712294,301142656,base_link,-0.009085184177716418,-0.16568547091610528,0.024340910345897394,0.051899030804634094,0.018220657482743274,0.08583267778158188
2025/07/05/17:44:54.381124,7650,1751712294,380142656,base_link,-0.008300215877809956,-0.1566414265658364,0.017948675495939516,-0.044499240815639496,0.001166945323348053,0.0615944042801857
2025/07/05/17:44:54.561798,7651,1751712294,560142656,base_link,-0.01078058558310217,-0.1250754461469922,0.014428187392872882,-0.1184535101056099,-0.014017248526215552,0.013946915045380594
2025/07/05/17:44:54.661777,7652,1751712294,660142656,base_link,-0.012747463321296889,-0.10856830655518054,0.011977405334277356,-0.07478219270706177,-0.0025497511960566053,-0.00816652737557888
2025/07/05/17:44:54.741825,7653,1751712294,740142656,base_link,-0.014260238456204038,-0.09641934842145555,0.009660680182764676,-0.016709424555301666,0.003145357826724647,-0.009534764103591442
2025/07/05/17:44:54.825079,7654,1751712294,824142656,base_link,-0.014822909823260594,-0.08661374857848644,0.008725830660273826,0.054626449942588806,0.004535847809165715,-0.010332344099879265
2025/07/05/17:44:54.941552,7655,1751712294,940142656,base_link,-0.015004362936635091,-0.07575871749657559,0.0058072867066261665,0.07227490097284317,0.002954070689156649,-0.02050294354557991
2025/07/05/17:44:55.025161,7656,1751712295,24142656,base_link,-0.015543903487150568,-0.06876156111553225,0.004532004577559402,0.04004209488630295,-0.004002974368631844,-0.03522472456097603
2025/07/05/17:44:55.122050,7657,1751712295,121142656,base_link,-0.01956170190692337,-0.06155372755929657,0.0041909957113804,0.009676316753029823,-0.007252069190144545,-0.04830266907811165
2025/07/05/17:44:55.224741,7658,1751712295,224142656,base_link,-0.020397890023566186,-0.05571441726605424,0.004277449870514621,-0.024685177952051163,-0.0032137385569512926,-0.06652414798736572
2025/07/05/17:44:55.302697,7659,1751712295,302142656,base_link,-0.02069697632545675,-0.0549569321062143,0.002695022682957892,-0.04536070302128792,0.0024989307858049774,-0.07755482941865921
