time,.x,.y,.z
2025/07/05/17:49:42.972218,-49.45328439978651,-32.54519999997463,0.0
2025/07/05/17:49:43.071736,-49.35129549939985,-32.5340999999435,0.0
2025/07/05/17:49:43.174250,-49.26063869995082,-32.51189999997983,0.0
2025/07/05/17:49:43.274341,-49.15864979956416,-32.500799999948704,0.0
2025/07/05/17:49:43.353827,-49.09065720037998,-32.489699999917576,0.0
2025/07/05/17:49:43.551798,-48.88667939960666,-32.478599999985036,0.0
2025/07/05/17:49:43.651758,-48.79602260015763,-32.478599999985036,0.0
2025/07/05/17:49:43.751562,-48.69403369977097,-32.489699999917576,0.0
2025/07/05/17:49:43.851969,-48.60337690032193,-32.489699999917576,0.0
2025/07/05/17:49:43.973065,-48.49005590060804,-32.500799999948704,0.0
2025/07/05/17:49:44.056180,-48.41073120048624,-32.51189999997983,0.0
2025/07/05/17:49:44.151551,-48.30874230009958,-32.52299999991237,0.0
2025/07/05/17:49:44.252090,-48.20675339971292,-32.5340999999435,0.0
2025/07/05/17:49:44.332578,-48.11609660026389,-32.5340999999435,0.0
2025/07/05/17:49:44.472707,-47.96877929934752,-32.52299999991237,0.0
2025/07/05/17:49:44.592774,-47.84412620030639,-32.52299999991237,0.0
2025/07/05/17:49:44.671357,-47.76480150018459,-32.52299999991237,0.0
2025/07/05/17:49:44.772687,-47.66281259979793,-32.51189999997983,0.0
2025/07/05/17:49:44.855823,-47.58348789967613,-32.52299999991237,0.0
2025/07/05/17:49:44.973075,-47.458834800635,-32.5340999999435,0.0
2025/07/05/17:49:45.053429,-47.3795101005132,-32.54519999997463,0.0
2025/07/05/17:49:45.152627,-47.27752120012654,-32.567399999938296,0.0
2025/07/05/17:49:45.251777,-47.16420020041265,-32.578499999969424,0.0
2025/07/05/17:49:45.352406,-47.05087919908837,-32.60069999993309,0.0
2025/07/05/17:49:45.532453,-46.85823349925268,-32.60069999993309,0.0
2025/07/05/17:49:45.635098,-46.744912499538785,-32.60069999993309,0.0
2025/07/05/17:49:45.732062,-46.64292359915213,-32.60069999993309,0.0
2025/07/05/17:49:45.835530,-46.529602599438235,-32.58960000000055,0.0
2025/07/05/17:49:45.931221,-46.42761369905158,-32.578499999969424,0.0
2025/07/05/17:49:46.034862,-46.32562480027531,-32.567399999938296,0.0
2025/07/05/17:49:46.133306,-46.212303800561415,-32.567399999938296,0.0
2025/07/05/17:49:46.234814,-46.11031490017476,-32.578499999969424,0.0
2025/07/05/17:49:46.332259,-46.0083259997881,-32.58960000000055,0.0
2025/07/05/17:49:46.494053,-45.83834450021726,-32.61179999996422,0.0
2025/07/05/17:49:46.616332,-45.70235930023851,-32.645099999959015,0.0
2025/07/05/17:49:46.713847,-45.58903830052462,-32.66729999992268,0.0
2025/07/05/17:49:46.793578,-45.4983814994652,-32.67839999995381,0.0
2025/07/05/17:49:46.894248,-45.39639259907854,-32.68949999998494,0.0
2025/07/05/17:49:46.992578,-45.283071599364646,-32.68949999998494,0.0
2025/07/05/17:49:47.072458,-45.19241479991561,-32.68949999998494,0.0
2025/07/05/17:49:47.173637,-45.09042589952895,-32.68949999998494,0.0
2025/07/05/17:49:47.255043,-44.99976910007992,-32.67839999995381,0.0
2025/07/05/17:49:47.351356,-44.89778019969326,-32.67839999995381,0.0
2025/07/05/17:49:47.572325,-44.637141899062996,-32.68949999998494,0.0
2025/07/05/17:49:47.653442,-44.535153000286726,-32.68949999998494,0.0
2025/07/05/17:49:47.750554,-44.41049989963521,-32.68949999998494,0.0
2025/07/05/17:49:47.852602,-44.285846800594086,-32.68949999998494,0.0
2025/07/05/17:49:47.971956,-44.138529499677716,-32.70059999991748,0.0
2025/07/05/17:49:48.073833,-44.01387640063659,-32.71169999994861,0.0
2025/07/05/17:49:48.174082,-43.877891199047454,-32.722799999979735,0.0
2025/07/05/17:49:48.255461,-43.78723439959842,-32.7449999999434,0.0
2025/07/05/17:49:48.351260,-43.66258130055729,-32.76719999990707,0.0
2025/07/05/17:49:48.532009,-43.43593929951912,-32.82269999996412,0.0
2025/07/05/17:49:48.635032,-43.311286200477994,-32.867099999990046,0.0
2025/07/05/17:49:48.732008,-43.18663309982648,-32.92259999994851,0.0
2025/07/05/17:49:48.834815,-43.061979999174966,-32.96699999997443,0.0
2025/07/05/17:49:48.932425,-42.92599479919622,-33.0224999999329,0.0
2025/07/05/17:49:49.034791,-42.79000959921747,-33.06689999995882,0.0
2025/07/05/17:49:49.134305,-42.65402439923872,-33.10019999995362,0.0
2025/07/05/17:49:49.231868,-42.518039199259974,-33.13349999994841,0.0
2025/07/05/17:49:49.332286,-42.382053999281226,-33.16679999994321,0.0
2025/07/05/17:49:49.513802,-42.14407990052621,-33.177899999974336,0.0
2025/07/05/17:49:49.612539,-41.99676259960984,-33.16679999994321,0.0
2025/07/05/17:49:49.693449,-41.89477369922318,-33.15569999991208,0.0
2025/07/05/17:49:49.793289,-41.75878849924443,-33.14459999997954,0.0
2025/07/05/17:49:49.873536,-41.64546749953054,-33.13349999994841,0.0
2025/07/05/17:49:49.992554,-41.486818099286936,-33.13349999994841,0.0
2025/07/05/17:49:50.070992,-41.373497099573044,-33.13349999994841,0.0
2025/07/05/17:49:50.172238,-41.24884400053192,-33.13349999994841,0.0
2025/07/05/17:49:50.253954,-41.13552299920764,-33.13349999994841,0.0
2025/07/05/17:49:50.331488,-41.03353410043137,-33.14459999997954,0.0
2025/07/05/17:49:50.472949,-40.840888400595674,-33.200099999938004,0.0
2025/07/05/17:49:50.592877,-40.68223900035207,-33.255599999995056,0.0
2025/07/05/17:49:50.673833,-40.58025009996541,-33.28889999998985,0.0
2025/07/05/17:49:50.772936,-40.44426489998666,-33.33329999991719,0.0
2025/07/05/17:49:50.872795,-40.308279700007915,-33.38879999997424,0.0
2025/07/05/17:49:50.993016,-40.14963029976431,-33.4442999999327,0.0
2025/07/05/17:49:51.071871,-40.03630930005042,-33.4775999999275,0.0
2025/07/05/17:49:51.172455,-39.90032410007167,-33.52199999995342,0.0
2025/07/05/17:49:51.254444,-39.78700310035778,-33.55529999994822,0.0
2025/07/05/17:49:51.332402,-39.68501419997112,-33.577499999911886,0.0
2025/07/05/17:49:51.493499,-39.45837220054334,-33.61079999990668,0.0
2025/07/05/17:49:51.634557,-39.265726499097255,-33.63299999996894,0.0
2025/07/05/17:49:51.711281,-39.15240549938336,-33.63299999996894,0.0
2025/07/05/17:49:51.814080,-39.016420299404615,-33.63299999996894,0.0
2025/07/05/17:49:51.892364,-38.90309929969072,-33.62189999993781,0.0
2025/07/05/17:49:51.992835,-38.767114099711975,-33.59969999997414,0.0
2025/07/05/17:49:52.073471,-38.66512519932532,-33.588599999943014,0.0
2025/07/05/17:49:52.172866,-38.52913999934657,-33.566399999979346,0.0
2025/07/05/17:49:52.255187,-38.41581899963268,-33.55529999994822,0.0
2025/07/05/17:49:52.352290,-38.29116590059155,-33.52199999995342,0.0
2025/07/05/17:49:52.552559,-38.03052759996129,-33.4442999999327,0.0
2025/07/05/17:49:52.652661,-37.905874499309775,-33.39989999990678,0.0
2025/07/05/17:49:52.751527,-37.76988929933103,-33.344399999948315,0.0
2025/07/05/17:49:52.851334,-37.6452362002899,-33.29999999992239,0.0
2025/07/05/17:49:52.972966,-37.49791889937353,-33.2333999999328,0.0
2025/07/05/17:49:53.072901,-37.373265800332405,-33.177899999974336,0.0
2025/07/05/17:49:53.173240,-37.24861269968089,-33.111299999984745,0.0
2025/07/05/17:49:53.252762,-37.157955900231855,-33.05579999992769,0.0
2025/07/05/17:49:53.351250,-37.04463490051796,-32.9891999999381,0.0
2025/07/05/17:49:53.552623,-36.81799289947979,-32.83379999999525,0.0
2025/07/05/17:49:53.651639,-36.71600399909313,-32.75609999997453,0.0
2025/07/05/17:49:53.751767,-36.61401510031686,-32.66729999992268,0.0
2025/07/05/17:49:53.851051,-36.52335829925744,-32.578499999969424,0.0
2025/07/05/17:49:53.973463,-36.410037299543546,-32.46749999995391,0.0
2025/07/05/17:49:54.055753,-36.34204470035937,-32.38979999993319,0.0
2025/07/05/17:49:54.152013,-36.262720000237564,-32.30099999997993,0.0
2025/07/05/17:49:54.251791,-36.18339530011576,-32.20109999999554,0.0
2025/07/05/17:49:54.330975,-36.115402699321194,-32.112299999943694,0.0
2025/07/05/17:49:54.493451,-35.99074960028007,-31.945799999969715,0.0
2025/07/05/17:49:54.592730,-35.9227569994855,-31.8347999999542,0.0
2025/07/05/17:49:54.672474,-35.877428600566176,-31.734899999969812,0.0
2025/07/05/17:49:54.772636,-35.80943599977161,-31.623899999954297,0.0
2025/07/05/17:49:54.892896,-35.74144340058743,-31.490699999975114,0.0
2025/07/05/17:49:55.012893,-35.67345079979286,-31.346399999964802,0.0
2025/07/05/17:49:55.093188,-35.63945450020077,-31.257599999912955,0.0
2025/07/05/17:49:55.171848,-35.60545820060868,-31.157699999928568,0.0
2025/07/05/17:49:55.274632,-35.56012980007897,-31.035599999980512,0.0
2025/07/05/17:49:55.393083,-35.514801399549256,-30.8912999999702,0.0
2025/07/05/17:49:55.572018,-35.46947300062993,-30.66929999993917,0.0
2025/07/05/17:49:55.653481,-35.446808800365076,-30.569399999954783,0.0
2025/07/05/17:49:55.752413,-35.435476699427454,-30.44729999990814,0.0
2025/07/05/17:49:55.850936,-35.4128124991626,-30.314099999928956,0.0
2025/07/05/17:49:55.951131,-35.401480399835364,-30.180899999949773,0.0
2025/07/05/17:49:56.051772,-35.39014830050813,-30.04769999997059,0.0
2025/07/05/17:49:56.150958,-35.39014830050813,-29.914499999991406,0.0
2025/07/05/17:49:56.252358,-35.39014830050813,-29.770199999981095,0.0
2025/07/05/17:49:56.351537,-35.401480399835364,-29.636999999903324,0.0
2025/07/05/17:49:56.512976,-35.446808800365076,-29.41499999997088,0.0
2025/07/05/17:49:56.615119,-35.46947300062993,-29.27069999996057,0.0
2025/07/05/17:49:56.692785,-35.50346930022202,-29.159699999945055,0.0
2025/07/05/17:49:56.793831,-35.53746559981411,-29.02649999996587,0.0
2025/07/05/17:49:56.874470,-35.582794000343824,-28.915499999950356,0.0
2025/07/05/17:49:56.992927,-35.63945450020077,-28.748999999976377,0.0
2025/07/05/17:49:57.072872,-35.67345079979286,-28.63799999996086,0.0
2025/07/05/17:49:57.173894,-35.730111299649806,-28.504799999981678,0.0
2025/07/05/17:49:57.272809,-35.798103900444374,-28.382699999935035,0.0
2025/07/05/17:49:57.373319,-35.85476440030132,-28.24949999995585,0.0
2025/07/05/17:49:57.555931,-35.96808540001521,-28.02749999992482,0.0
2025/07/05/17:49:57.651028,-36.03607799919939,-27.905399999976765,0.0
2025/07/05/17:49:57.751904,-36.10407059999396,-27.783299999930122,0.0
2025/07/05/17:49:57.850820,-36.18339530011576,-27.661199999982067,0.0
2025/07/05/17:49:57.951560,-36.262720000237564,-27.56129999999768,0.0
2025/07/05/17:49:58.050967,-36.36470890062422,-27.472499999945832,0.0
2025/07/05/17:49:58.131145,-36.4327014998084,-27.394799999925112,0.0
2025/07/05/17:49:58.234698,-36.53469040019506,-27.305999999971853,0.0
2025/07/05/17:49:58.314124,-36.61401510031686,-27.228299999951133,0.0
2025/07/05/17:49:58.452610,-36.73866819935799,-27.083999999940822,0.0
2025/07/05/17:49:58.571196,-36.82932500041741,-26.95079999996164,0.0
2025/07/05/17:49:58.654681,-36.88598550027436,-26.85089999997725,0.0
2025/07/05/17:49:58.750567,-36.95397809945854,-26.739899999961736,0.0
2025/07/05/17:49:58.850389,-37.03330279958034,-26.617799999915093,0.0
2025/07/05/17:49:58.971844,-37.123959600639765,-26.47349999990478,0.0
2025/07/05/17:49:59.074384,-37.20328429915118,-26.351399999956726,0.0
2025/07/05/17:49:59.172173,-37.28260899927298,-26.229299999910083,0.0
2025/07/05/17:49:59.253215,-37.35060160006755,-26.140499999956823,0.0
2025/07/05/17:49:59.351025,-37.42992630018935,-26.029499999941308,0.0
2025/07/05/17:49:59.512450,-37.57724359949533,-25.8518999999362,0.0
2025/07/05/17:49:59.612904,-37.690564599209225,-25.76309999998294,0.0
2025/07/05/17:49:59.711214,-37.803885600533505,-25.685399999962222,0.0
2025/07/05/17:49:59.811908,-37.9172066002474,-25.61879999997263,0.0
2025/07/05/17:49:59.912762,-38.03052759996129,-25.54109999995191,0.0
2025/07/05/17:50:00.035829,-38.16651279994004,-25.441199999967523,0.0
2025/07/05/17:50:00.131432,-38.268501700326695,-25.352399999915676,0.0
2025/07/05/17:50:00.234543,-38.38182270004059,-25.25249999993129,0.0
2025/07/05/17:50:00.332037,-38.483811600427245,-25.1525999999469,0.0
2025/07/05/17:50:00.494046,-38.65379309999808,-24.98609999997292,0.0
2025/07/05/17:50:00.592946,-38.75578200038474,-24.886199999988534,0.0
2025/07/05/17:50:00.672007,-38.84643879983378,-24.808499999967815,0.0
2025/07/05/17:50:00.772127,-38.948427700220435,-24.708599999983427,0.0
2025/07/05/17:50:00.854202,-39.05041660060709,-24.641999999993836,0.0
2025/07/05/17:50:00.951708,-39.163737600320985,-24.553199999941988,0.0
2025/07/05/17:50:01.050548,-39.28839069936211,-24.486599999952396,0.0
2025/07/05/17:50:01.151262,-39.413043800013625,-24.419999999962805,0.0
2025/07/05/17:50:01.252008,-39.52636479972752,-24.342299999942085,0.0
2025/07/05/17:50:01.351933,-39.63968579944141,-24.264599999921366,0.0
2025/07/05/17:50:01.551596,-39.85499569954196,-24.07589999998372,0.0
2025/07/05/17:50:01.650503,-39.94565250060138,-23.97599999999933,0.0
2025/07/05/17:50:01.730670,-40.0249771991128,-23.89829999997861,0.0
2025/07/05/17:50:01.836456,-40.126966099499455,-23.798399999994224,0.0
2025/07/05/17:50:01.951866,-40.25161920015097,-23.68739999997871,0.0
2025/07/05/17:50:02.050337,-40.35360810053763,-23.59859999992686,0.0
2025/07/05/17:50:02.151016,-40.47826119957875,-23.53199999993727,0.0
2025/07/05/17:50:02.231970,-40.56891800063818,-23.476499999978806,0.0
2025/07/05/17:50:02.330451,-40.68223900035207,-23.420999999921754,0.0
2025/07/05/17:50:02.472458,-40.85222049992291,-23.321099999937367,0.0
2025/07/05/17:50:02.614007,-40.99953779922889,-23.21009999992185,0.0
2025/07/05/17:50:02.693622,-41.07886249935069,-23.14349999993226,0.0
2025/07/05/17:50:02.792386,-41.18085139973735,-23.054699999979,0.0
2025/07/05/17:50:02.874324,-41.26017609985915,-22.98809999998941,0.0
2025/07/05/17:50:02.972610,-41.36216500024581,-22.89929999993756,0.0
2025/07/05/17:50:03.052889,-41.44148970036761,-22.83269999994797,0.0
2025/07/05/17:50:03.152500,-41.554810700081504,-22.74389999999471,0.0
2025/07/05/17:50:03.250563,-41.668131699795396,-22.67729999990653,0.0
2025/07/05/17:50:03.350289,-41.79278480044691,-22.61069999991694,0.0
2025/07/05/17:50:03.492538,-41.951434199080126,-22.51079999993255,0.0
2025/07/05/17:50:03.634200,-42.098751499996496,-22.388699999984496,0.0
2025/07/05/17:50:03.731390,-42.200740400383154,-22.29989999993265,0.0
2025/07/05/17:50:03.834063,-42.314061400097046,-22.21109999997939,0.0
2025/07/05/17:50:03.931059,-42.42738239981094,-22.13339999995867,0.0
2025/07/05/17:50:04.034255,-42.529371300197596,-22.044599999906822,0.0
2025/07/05/17:50:04.131516,-42.64269229991149,-21.97799999991723,0.0
2025/07/05/17:50:04.233821,-42.767345400563,-21.91139999992764,0.0
2025/07/05/17:50:04.332373,-42.90333060054175,-21.867000000000303,0.0
2025/07/05/17:50:04.493476,-43.10730839970468,-21.800399999912123,0.0
2025/07/05/17:50:04.612220,-43.26595779994828,-21.74489999995366,0.0
2025/07/05/17:50:04.712591,-43.390610900599796,-21.700499999927736,0.0
2025/07/05/17:50:04.794447,-43.50393190031369,-21.66719999993294,0.0
2025/07/05/17:50:04.872060,-43.594588699762724,-21.622799999907016,0.0
2025/07/05/17:50:04.972629,-43.71924180041424,-21.57839999997968,0.0
2025/07/05/17:50:05.073555,-43.83256280012813,-21.52289999992263,0.0
2025/07/05/17:50:05.170851,-43.94588379984202,-21.456299999933037,0.0
2025/07/05/17:50:05.271768,-44.059204799555914,-21.389699999943446,0.0
2025/07/05/17:50:05.353150,-44.14986160061534,-21.334199999984982,0.0
2025/07/05/17:50:05.552310,-44.34250730045103,-21.178799999943543,0.0
2025/07/05/17:50:05.651686,-44.4444961992273,-21.101099999922823,0.0
2025/07/05/17:50:05.772997,-44.55781720055158,-20.990099999907308,0.0
2025/07/05/17:50:05.854626,-44.637141899062996,-20.923499999917716,0.0
2025/07/05/17:50:05.972557,-44.75046290038728,-20.8124999999022,0.0
2025/07/05/17:50:06.056055,-44.818455499571456,-20.74589999991261,0.0
2025/07/05/17:50:06.131820,-44.886448100366025,-20.668199999990478,0.0
2025/07/05/17:50:06.232028,-44.96577280048783,-20.568299999907502,0.0
2025/07/05/17:50:06.331218,-45.04509750060963,-20.468399999923115,0.0
2025/07/05/17:50:06.492724,-45.169750599650754,-20.301899999949136,0.0
2025/07/05/17:50:06.592454,-45.24907529977256,-20.19089999993362,0.0
2025/07/05/17:50:06.692122,-45.317067900567125,-20.079899999918105,0.0
2025/07/05/17:50:06.792411,-45.39639259907854,-19.96889999990259,0.0
2025/07/05/17:50:06.893380,-45.46438519987311,-19.857899999985662,0.0
2025/07/05/17:50:06.991642,-45.532377799057286,-19.73579999993902,0.0
2025/07/05/17:50:07.072838,-45.58903830052462,-19.63589999995463,0.0
2025/07/05/17:50:07.173426,-45.6570308997088,-19.524899999939116,0.0
2025/07/05/17:50:07.273059,-45.71369139956575,-19.40279999999106,0.0
2025/07/05/17:50:07.392737,-45.781684000360315,-19.24739999994962,0.0
2025/07/05/17:50:07.551007,-45.849676599544495,-19.047599999980847,0.0
2025/07/05/17:50:07.650130,-45.89500500007421,-18.925499999934203,0.0
2025/07/05/17:50:07.731006,-45.9290012996663,-18.814499999918688,0.0
2025/07/05/17:50:07.835186,-45.96299759925839,-18.692399999970633,0.0
2025/07/05/17:50:07.953141,-46.0083259997881,-18.54809999996032,0.0
2025/07/05/17:50:08.050718,-46.04232229938019,-18.414899999981138,0.0
2025/07/05/17:50:08.150447,-46.064986499645045,-18.292799999934495,0.0
2025/07/05/17:50:08.250354,-46.0876506999099,-18.17069999998644,0.0
2025/07/05/17:50:08.350126,-46.11031490017476,-18.03749999990867,0.0
2025/07/05/17:50:08.551525,-46.13297910043961,-17.78219999998143,0.0
2025/07/05/17:50:08.650330,-46.14431119976685,-17.64899999990366,0.0
2025/07/05/17:50:08.750667,-46.15564329909408,-17.515799999924475,0.0
2025/07/05/17:50:08.850368,-46.15564329909408,-17.39369999997642,0.0
2025/07/05/17:50:08.970942,-46.15564329909408,-17.23829999993498,0.0
2025/07/05/17:50:09.070747,-46.14431119976685,-17.116199999986925,0.0
2025/07/05/17:50:09.173208,-46.11031490017476,-17.00519999997141,0.0
2025/07/05/17:50:09.252017,-46.0876506999099,-16.905299999987022,0.0
2025/07/05/17:50:09.350255,-46.05365440031781,-16.78319999994038,0.0
2025/07/05/17:50:09.492993,-46.030990200052955,-16.605599999935272,0.0
2025/07/05/17:50:09.634385,-46.01965809911533,-16.416899999997625,0.0
2025/07/05/17:50:09.731124,-46.01965809911533,-16.294799999950982,0.0
